food_number,food_name,types_cooking,ingredient_main,ingredient_sub,seasoning,national_classification,kcal
1168,불고기,볶음,쇠고기(등심) 500g,깨소금 1큰술,"진간장 4큰술, 배즙 4큰술, 설탕 2큰술, 다진파 3큰술, 다진마늘 1큰술, 후춧가루 약간, 참기름 1큰술",한식,172kcal
1169,쇠고기양송이볶음,볶음,"쇠고기(안심) 400g, 양송이버섯 200g, 물엿 1큰술, 토마토케첩 4큰술","피망 4개, 양파 1개","마늘 3톨, 간장 1큰술, 설탕 1큰술, 소금 약간, 후춧가루 약간, 식용유 4큰술",한식,210kcal
1170,쌈장떡볶이,볶음,떡볶이떡 400g,"어묵 60g, 양파 1/2개, 피망 1개, 팽이버섯 1봉지, 물엿 1큰술, 참기름 약간","쌈장 3큰술, 다시마(육수용) 10cm, 굵은멸치(육수용) 한줌",한식,350kcal
1171,쑥버섯볶음,볶음,"쑥 50g, 표고버섯 3장, 양송이 50g, 느타리버섯 50g",식용유 약간,"다진마늘 1작은술, 간장 2작은술, 설탕 약간, 소금 약간, 후춧가루 약간",한식,112kcal
1172,양배추와버섯두부쌈장,볶음,"쌈장 5큰술, 양배추 1/2통, 쌈용채소 100g, 두부 1모, 흰밥 2공기","가지 1/3개, 양파 1/2개, 호박 1/3개, 새송이버섯 1개, 마늘 2톨, 청고추 1/2개, 식용유 약간, 검정깨 1작은술, 홍고추 1/2개",참기름 약간,한식,345kcal
1173,양상추돼지고기쌈,볶음,"돼지고기 100g, 양상추 10장","피망 1/4개, 양파 1/4개, 표고버섯 2장, 홍고추 1개, 청고추 1개, 대파 1/2뿌리, 마늘 2쪽, 생강 1쪽, 식용유 약간","간장 1/4큰술, 조미술 1큰술, 녹말 2큰술, 춘장 1/2큰술, 육수 1/4컵, 소금 약간, 후춧가루 약간",한식,214kcal
1174,오징어불고기,볶음,오징어 2마리,"고추장 2큰술, 다진파 2큰술, 다진마늘 1큰술, 물엿 1큰술, 생강즙 1/2큰술, 참기름 1/2큰술, 간장 1큰술, 설탕 1큰술, 고춧가루 1/2큰술, 깨소금 1작은술",,한식,320kcal
1175,오징어불고기,볶음,오징어 2마리,"숙주 150g, 양파 1/2개","고추장 4큰술, 간장 1큰술, 설탕 1큰술, 물엿 1큰술, 다진마늘 1큰술, 청주 2큰술, 참기름 약간, 깨소금 약간",한식,172kcal
1176,자라호박볶음,볶음,"자라 1마리, 호박 약간","마늘 약간, 양파 약간, 들기름 약간, 소금 약간, 튀김가루 약간",후춧가루 약간,한식,113kcal
1177,제육쌈장볶음,볶음,돼지고기(목살) 600g,"청고추 2개, 마늘 3톨, 양파 1/2개, 홍고추 2개","쌈장 4큰술, 생강 2개, 간장 1큰술, 굴소스 1큰술, 맛술 2큰술, 물엿 2큰술, 참기름 약간",한식,325kcal
1178,죽순볶음,볶음,"죽순 50g, 쇠고기(우둔) 50g","녹말 1작은술, 식용유 1큰술, 마늘종 30g","술 1작은술, 간장 1작은술, 소금 약간, 후춧가루 약간, 참기름 1작은술, 다진마늘 1작은술, 생강즙 1작은술",한식,70kcal
1179,표고버섯감자볶음,볶음,"표고버섯 60g, 감자 20g","당근 15g, 쇠고기 15g, 양파 20g","굴소스(또는 돈까스소스) 1/2큰술, 케첩 1/2작은술, 설탕 1/4큰술, 소금 약간, 후춧가루 약간, 참기름 약간",한식,123kcal
1180,풋마늘주꾸미볶음,볶음,"풋마늘 1대, 주꾸미 8마리","당근 1/4개, 애호박 1/4개, 양파 1/4개, 기름(볶음용) 약간","[양념장] 고추장 2큰술, 고춧가루 1큰술, 간장 1큰술, 조청 2큰술, 청주 1큰술, 후춧가루 약간, 통깨 1큰술",한식,448kcal
1181,향신양념잡채,볶음,"당면 200g, 새송이버섯 3개, 잔새우 30g","향신유 1큰술, 오이 1/2개, 대파(흰부분) 1대, 시금치 50g, 홍고추 1개","소금 약간, 향신유 약간, 쇠고기 100g, 향신장 4큰술, 향신즙 1/2작은술, 설탕 1큰술, 다진파 2큰술, 다진마늘 1큰술, 후춧가루 약간, 참기름 약간, 통깨 약간",한식,402kcal
1182,감자수프,"밥,죽,스프","감자 300g, 양파 60g, 대파 30g, 버터 30g, 육수 750g","계란노른자 1개, 생크림 84g","소금 약간, 후춧가루(흰것) 약간",서양,265kcal
1183,단호박크림수프,"밥,죽,스프",단호박 1/4통,"양파 1/3개, 버터 1큰술, 밀가루 1큰술, 물 3컵, 우유 1컵, 생크림 1/4컵","소금 약간, 설탕 약간, 흰후추 약간",서양,250kcal
1184,스피드오므라이스,"밥,죽,스프","계란 1개, 밥 1공기","양파 1/4개, 햄 50g, 청피망 1/3개, 당근 1/5개","토마토케첩 2큰술, 소금 약간, 후춧가루 약간",서양,450kcal
1185,양송이크림스프,"밥,죽,스프","양송이버섯 50g, 생크림 100ml","버터 20g, 양파 30g, 감자 50g","닭육수(레시피참고) 3컵, 우유 100ml",서양,250kcal
1186,옥수수수프,"밥,죽,스프",옥수수(알갱이) 3개,"양파 1/2쪽, 우유 100ml","버터 약간, 소금 약간",서양,220kcal
1187,차가운토마토수프,"밥,죽,스프",토마토 250g,"홍피망 100g, 오이 100g, 양파(작은것) 1/2개, 올리브오일 30g, 물 25g, 토마토주스 50g, 크루통 약간","마늘 1쪽, 레몬식초 25g, 소금 약간",서양,189kcal
1188,치킨케밥과 카레볶음밥,"밥,죽,스프","닭 200g, 카레 30g, 밥 1공기","식용유 약간, 양송이버섯 4개, 피망 1/2개, 파프리카 1/2개, 방울토마토 약간, 꼬치 적당량","다진로즈마리 약간, 소금 약간, 후춧가루 약간, 다진양파 1/2개, 다진마늘 1큰술",서양,365kcal
1189,칠리소스라이스,"밥,죽,스프","밥 800g, 쇠고기(등심) 300g","양파 1개, 마늘 2큰술, 토마토 1개, 칠리 2개, 프랑크소시지 50g, 대파(10cm) 약간, 버터 10g, 밀가루 10g, 물 1컵","토마토케첩 2큰술, 소금 1작은술, 후춧가루 약간, 파슬리 약간",서양,390kcal
1190,참치볼케첩조림,조림,참치(통조림) 1통,"양파 1/3개, 마늘 2쪽, 계란흰자 1개, 밀가루 3큰술, 튀김기름 약간, 당근 1/4개, 피망 1/2개","소금 약간, 토마토케찹 3큰술, 우스타소스 1큰술, 육수 3큰술, 맛술 1큰술, 설탕 1/2작은술",서양,370kcal
1191,감자치즈구이,구이,감자 4개,"치즈(피자용) 30g, 베이컨 2장",토마토케첩 약간,서양,183kcal
1192,건포도간장소스백립,구이,백립 1.2대,"[재움액] 생강(까놓은 것) 1쪽, 통마늘 3쪽, 월계수잎 1장, 대파 1/2뿌리, 레드와인 1/2컵, 립삶은육수 1컵, 다진건포도 3큰술, 커피 1/2큰술","[레이즌소스] 건포도 3큰술, 양파 1/6개, 마늘 2쪽, 흑설탕 4큰술, 간장 3큰술, 올리고당 1큰술, 토마토케첩 2큰술, 핫소스 2방울, 물 1/2컵",서양,586kcal
1193,대합구이,구이,대합 4개,"양파 1/2개, 청피망 1/2개, 홍피망 1/2개, 모짜렐라치즈 100g",생크림 1/2컵,서양,530kcal
1194,라타투유를곁들인대구요리,구이,대구 130g,"홍피망 1/8쪽, 가지 50g, 양파 40g, 양송이버섯 1개, 토마토 1/4개, 호박 1/2개","파슬리 2줄기, 바질 1줄기, 타임 2줄기, 마늘 2쪽, 엔초비 2마리, 올리브오일 적당량, 소금 약간, 후추 약간",서양,178kcal
1195,레이즌 연어 스테이크,구이,연어(스테이크용) 200g,"버터 1큰술, 레드 페퍼콘(빨간 후추) 1작은술, 어린채소 적당량","[레이즌 크럼블] 양파(다진 것) 1/6개, 빵가루 1/2컵, 건포도 3큰술, 레몬제스트 1/2개분, 허브(파슬리, 딜 등) 1작은술, 소금 약간, 후춧가루 약간, [레이즌 레몬소스], 올리브오일 3큰술, 레몬즙 3큰술, 꿀 2큰술, 건포도 4큰술, 홀그레인머스터드 1/2큰술, 딜 1줄기, 소금 약간, 후춧가루 약간",서양,223kcal
1196,레이즌 폭찹,구이,돼지갈비 400g,"밀가루 적당량, 브랜디 2큰술","[마리네이드] 건포도, 양파,, 레드와인, 소금, 후춧가루 조금씩, [레이즌소스] 케첩 1/2컵, 다진양파 3큰술, 다진마늘 1큰술, 다진 샐러리 2큰술, 다진 건포도 2큰술, 레몬즙 2큰술, 오렌지주스 1/2컵, 월계수잎 1장, 칠리 파우더, 버터 1큰술씩, 타바스코 1/2큰술, 우스터소스, 흑설탕, 간장 1큰술씩, 레드와인, 조청 2큰술씩, 소금, 후추 약간씩",서양,324kcal
1197,로스트치킨,구이,닭 1마리,"양파 1개, 감자 1개, 당근 1/2개, 셀러리 1대","버터 10g, 소금 약간, 후춧가루 약간",서양,390kcal
1198,몬테리치킨,구이,"닭고기(가슴살) 200g, 베이컨 3장, 아메리칸치즈 2장, 감자 2개","토마토 1/2개, 실파 1뿌리, 브로콜리 20g, 당근 1/4개, 애호박 1/4개","소금 약간, 후춧가루 약간, 간장 3/4컵, 꿀 3큰술, 마늘가루 1작은술, 생강가루 1/2작은술, 물 1컵, 우스터소스 1큰술",서양,312kcal
1199,바베큐립,구이,돼지등갈비 1대,"샐러리 1개, 양파 1/2개, 마늘 2쪽","바베큐소스 2T, 레드와인 1T, 올리브오일 2T, 소금 약간, 후춧가루 약간",서양,241kcal
1200,바베큐립,구이,돼지갈비 1대,"청양고추 2개, 통후추 5알, 월계수잎 2장","바베큐소스 3큰술, 물 2큰술, 토마토케첩 4큰술, 간장 2큰술, 흑설탕 4큰술, 핫소스 2큰술",서양,210kcal
1201,버팔로윙,구이,닭(날개) 10개,"화이트와인 2큰술, 소금 약간, 후춧가루 약간, 버터 4큰술, 밀가루 1/4컵","핫소스 5큰술, 버터 2큰술, 식초 2큰술, 설탕 1큰술, 소금 1/4작은술, 후춧가루 약간",서양,230kcal
1202,버팔로윙,구이,"닭고기 1팩, 샐러리 3대","마요네즈 3큰술, 레몬즙 1큰술, 파마산치즈 1큰술","발사믹식초 2컵, 간장 2큰술, 굴소스 2큰술, 다진생강 1작은술, 다진마늘 2작은술, 맛술 1큰술, 설탕 1/2작은술, 오레가노 약간, 로즈마리 약간",서양,312kcal
1203,새우구이,구이,"새우(중하) 4마리, 밥 1/2공기","양송이버섯 2개, 청피망 1개, 양파 1/2개, 버터 약간, 당근 10g, 샐러리 10g, 홍피망 1/4개, 소금 약간","홀랜다이즈소스 100ml, 파슬리 약간, 타라곤 약간",서양,320kcal
1204,아메리칸닭구이,구이,"닭 1마리, 토마토소스 1컵","빵가루 40g, 토마토 1개, 양송이버섯 3개, 감자 1개, 당근 1/2개, 브로콜리 30g","머스터드 10g, 육수 1컵, 화이트와인 약간, 소금 약간, 통후추 약간, 실파 약간, 통후추 약간",서양,385kcal
1205,양송이치즈구이,구이,"양송이버섯 10장, 쇠고기(간것) 50g, 치즈(슬라이스) 2장","양파 1/2개, 마늘 1쪽, 올리브오일 1큰술, 파슬리 약간","토마토케첩 4큰술, 레드와인 2큰술, 소금 약간, 후춧가루 약간",서양,390kcal
1206,에그미트로프,구이,"계란 4개, 다진쇠고기(우둔) 100g, 다진돼지고기(안심) 100g, 쇠고기(등심) 200g","양파 1/2개, 빵가루 1/3컵","계란 1/2개, 카레 30g, 소금 약간, 후춧가루 약간",서양,250kcal
1207,에스프레소 목살 스테이크,구이,미국산 냉장 목살(두께 3cm) 200g,"사태살 1.5kg, 소뼈 6kg, 당근, 양파, 샐러리, 통마늘, 토마토, 향신 다발(월계수잎,정향,파슬리), 물, 레드와인, 에스프레소, 소금, 후추",,서양,506kcal
1208,오징어버터구이,구이,"오징어 1마리, 버터 1큰술","다진마늘 1큰술, 소금 약간, 후춧가루 약간, 다진파슬리 1큰술",,서양,264kcal
1209,와인소스의감자로싼도미요리,구이,"도미 1쪽, 감자 1개, 화이트와인 50ml","생크림 1/2컵, 양송이버섯 2개, 양파 30g, 가지 1/3개, 토마토 1/2개, 호박 1/3개","소금 약간, 후춧가루 약간, 올리브오일 적당량, 파슬리 2줄기, 레몬즙 약간, 버터 약간, 바질 약간, 타임 약간",서양,157kcal
1210,왕새우구이와구운채소,구이,대하 3마리,"아스파라거스 2개, 새송이버섯 1개, 느타리버섯 2개, 애호박 1/2개, 가지 1/2개, 감자 1개, 마늘 3쪽","타임 2줄기, 바질 2잎, 버터 약간, 소금 약간, 와사비 약간, 샐러드오일 약간, 통후추 약간",서양,285kcal
1211,참치양송이구이,구이,"스타키스트참치통조림 1캔, 양송이버섯 6개","다진양파 1큰술, 빵가루 4큰술","마요네즈 약간, 다진파슬리 약간, 소금 약간, 후춧가루 약간",서양,95kcal
1212,치킨롤,구이,닭(다리살) 300g,"당근 50g, 완두콩통조림 3큰술, 옥수수통조림 3큰술, 식용유 3큰술, 버터 2큰술","토마토케첩 1/3컵, 우스터소스 3큰술, 설탕 1큰술",서양,280kcal
1213,크라포딘닭구이,구이,닭고기(안심) 300g,"버터 약간, 올리브오일 약간, 감자 약간, 가지 약간, 토마토 2개, 다진마늘 약간, 다진파슬리 약간","소금 약간, 후춧가루 약간, 파프리카파우더 약간, 믹스드허브 약간",서양,370kcal
1214,포크소테,구이,돼지고기(등심) 400g,"식용유 적당량, 청피망 30g","소금 약간, 후춧가루 약간, 토마토 1개, 올리브오일 3큰술, 식초 1큰술, 카레가루 1작은술, 소금 약간, 설탕 약간, 후춧가루 약간",서양,610kcal
1215,햄감자그라탕,구이,"햄 100g, 감자 1개","옥수수(통조림) 3큰술, 양송이버섯 2개, 피자치즈 약간, 버터 1큰술","우유 2컵, 소금 1/2작은술",서양,412kcal
1216,햄버거스테이크,구이,"다진쇠고기(등심) 300g, 다진돼지고기(안심) 150g","양파 1개, 빵가루 2컵, 버터 3큰술, 육수 1컵, 계란 1개, 식용유 3큰술","소금 약간, 후춧가루 약간, 토마토케첩 3큰술, 우스터소스 4큰술, 레드와인 4큰술, 다진마늘 1큰술",서양,860kcal
1217,감자고로케,"튀김,커틀릿",감자 2개,"양파 1/2개, 다진쇠고기 100g, 밀가루 2큰술, 계란 1개, 빵가루 1/2컵, 식용유 3컵","카레가루 1/2작은술, 소금 약간, 후춧가루 약간",서양,317kcal
1218,닭날개튀김,"튀김,커틀릿",닭(날개) 500g,"식용유 약간, 녹말가루 3큰술, 튀김가루 3큰술","간장 1큰술, 청주 1큰술, 식용유 1큰술, 다진마늘 1큰술, 생강즙 1작은술, 다진파 2큰술, 후춧가루 약간, 소금 약간",서양,427kcal
1219,돈까스와베이비콘,"튀김,커틀릿",돼지고기(등심) 300g,"계란 약간, 밀가루 약간, 빵가루 약간, 베이비콘 1/2컵, 스위트콘 1/4컵, 감자 1개","소금 약간, 후춧가루 약간, 우유 1컵, 생크림 1/4컵, 버터 1큰술, 설탕 1큰술, 소금 1작은술, 크림수프 40g, 물 2컵, 케첩 4큰술, 돈까스소스 4큰술, 우스터소스 2큰술",서양,450kcal
1220,돼지고기치즈말이튀김,"튀김,커틀릿","돼지고기 200그램, 치즈 5장","청피망 1/2개, 홍피망 1/2개, 계란 1개, 밀가루 1/2컵, 빵가루 1컵, 식용유 3컵","소금 약간, 후춧가루 약간",서양,385kcal
1221,모짜렐라치즈스틱,"튀김,커틀릿",모짜렐라치즈 300g,"밀가루 1컵, 계란 2개, 빵가루 2컵, 식용유 약간",소금 약간,서양,310kcal
1222,베이컨미니커틀릿,"튀김,커틀릿",삼겹살(구이용) 200g,"청피망 1개, 양송이버섯 1개, 홍피망 1개, 계란 1개, 치즈 2장, 밀가루(중력분) 4큰술, 빵가루 1컵, 식용유 약간","소금 1/4작은술, 후춧가루 약간",서양,410kcal
1223,쇠고기치즈튀김,"튀김,커틀릿","쇠고기(우둔, 업진살) 300g, 치즈 200g","계란 2개, 밀가루 1/2컵, 빵가루 1/2컵","[쇠고기양념] 간장 2큰술, 다진파 1/2큰술, 다진마늘 1/2큰술, 설탕 1작은술, 참기름 약간, 소금 적당량, 후춧가루 적당량",서양,285kcal
1224,쇠고기커틀릿,"튀김,커틀릿","쇠고기 400g, 모짜렐라치즈 100g","홍고추 1/2개, 청고추 1/2개씩, 밀가루 약간, 계란 약간, 빵가루 약간, 치즈(가루) 약간, 튀김기름 1L, 레몬 약간","소금 약간, 후춧가루 약간",서양,450kcal
1225,옥수수오믈렛,"튀김,커틀릿","스위트콘 1캔, 계란 2개","햄 20g, 표고버섯 1/2장, 양파 1/3개, 슬라이스치즈 3장, 오이 1/2개, 당근 1/2개","소금 약간, 후춧가루 약간",서양,385kcal
1226,치즈돈까스,"튀김,커틀릿","돼지고기(돈까스용) 2장, 모짜렐라치즈 50g","청피망 1/2개, 밀가루 1/2컵, 계란 1개, 빵가루 1컵","소금 약간, 생강즙 1/2작은술",서양,590kcal
1227,치즈크로켓,"튀김,커틀릿","계란흰자 2개, 피자치즈 50g, 밀가루(중력분) 50g","넛맥 1/4큰술, 식용유(튀김용) 적당량","소금 약간, 후춧가루 약간",서양,420kcal
1228,칠리소스참치볼,"튀김,커틀릿","참치통조림 1캔, 두부 1/2모","양파 1개, 청피망 1/2개, 홍피망 1/2개, 계란노른자 1개, 빵가루 약간","칠리소스 6큰술, 소금 약간, 후춧가루 약간, 토마토케첩 2큰술, 고춧기름 1과 1/2큰술, 꿀 1큰술",서양,315kcal
1229,카레튀김밥,"튀김,커틀릿","흰밥 400g, 프랑크소시지 4개, 카레가루 2큰술","밀가루 4큰술, 계란 1개, 빵가루 12큰술, 버터 2큰술","소금 1/2작은술, 후춧가루 1/4작은술",서양,369kcal
1230,피자돈까스,"튀김,커틀릿","돼지고기(등심 슬라이스) 2조각, 피자치즈 적당량","양파(갈은 것) 1/2개, 청피망 1/2개, 슬라이스치즈 1장, 피자소스 적당량, 밀가루 1컵, 계란 2개, 빵가루 1컵, 식용유 적당량, 홍피망 1/2개","소금 약간, 후춧가루 약간",서양,988kcal
1231,치킨버섯찜,찜,"닭안심 500g, 표고버섯 3장, 느타리버섯 30g, 팽이버섯 30g","당근 30g, 청고추 1개, 계란 1개","간장 1큰술, 설탕 1/2큰술, 청주 1작은술, 소금 약간, 후춧가루 약간, 계란노른자 1개",서양,250kcal
1232,홍합찜,찜,홍합 20개,"버터 4큰술, 화이트와인 6큰술, 시금치(삶은것) 80g, 브로콜리 약간","생크림 4컵, 파마산치즈 1/3컵, 카레가루 1큰술, 화이트와인 1과1/2컵, 버터 2큰술, 밀가루 2큰술",서양,305kcal
1233,닭가슴살샐러드,"나물,생채,샐러드","닭(가슴살) 400g, 샐러드 200g","건포도 50g, 잣 50g, 당근 50g, 석류 약간, 체드로 50g","발사믹비네거 30ml, 소금 약간, 후춧가루 약간, 닭육수 1000ml, 올리브오일 45ml, 레몬즙 약간",서양,260kcal
1234,발사믹드레싱샐러드,"나물,생채,샐러드","샐러드채소 50g, 발사믹식초 2큰술",토마토 1개,"올리브오일 5큰술, 레몬 2큰술, 설탕 1큰술, 소금 약간, 후춧가루 약간, 다진양파 1큰술, 마늘 1작은술, 파슬리 약간",서양,155kcal
1235,연어양상추쌈,"나물,생채,샐러드","양상추 4장, 훈제연어 100g","오이피클 1/2개, 체리 약간, 무순 약간",땅콩버터 약간,서양,135kcal
1236,컬리플라워해물샐러드,"나물,생채,샐러드","컬리플라워 200g, 오징어 1마리, 새우 8마리",소금 약간,"마요네즈 3큰술, 머스터드 2작은술",서양,135kcal
1237,파스칼샐러드,"나물,생채,샐러드","바케트빵 1개, 계란(완숙) 2개씩, 샐러드잎(푸른색) 약간","비트 2개씩, 아스파라거스 8대, 오렌지 1개","마요네즈 3큰술, 프렌치겨자 1큰술, 생크림 60g, 소금 약간, 후춧가루 약간",서양,250kcal
1238,파프리카향의 치킨셀러드,"나물,생채,샐러드",닭 1/2마리,"대파 약간, 파프리카파우더 약간","마요네즈 약간, 소금 약간, 후춧가루 약간",서양,214kcal
1239,파프리카향의쁘띠첼샐러드,"나물,생채,샐러드","쁘띠첼 2개, 파프리카(주황색) 1개, 샐러드(치커리,적채,허브 등) 50g","방울토마토 2개, 케이퍼 4알, 감자 1/2개","마요네즈 1큰술, 양겨자 1/2큰술, 파프리카파우더 1/2작은술, 설탕 약간",서양,168kcal
1240,그릴드쉬림프,양식,"새우 10마리, 밥 1공기","버터 30g, 브로콜리 약간, 컬리플라워 약간, 양파(깍뚝썰기) 1/4개, 당근 1/4개, 홍피망 1/4개, 청피망 1/4개, 샐러드오일 약간","이탈리안드레싱 적당량, 다진고수 약간, 흰후추 약간, 소금 약간",서양,340kcal
1241,생선뮈니에르,양식,"가자미 1마리, 후춧가루 약간","밀가루 1큰술, 파슬리 약간","소금 약간, 버터 4큰술, 레드와인 1큰술, 레몬즙 1작은술",서양,123kcal
1242,생선버터구이,양식,생선(흰살) 600g,"우유 2컵, 밀가루 4큰술","소금 약간, 후춧가루 약간, 버터 1큰술",서양,240kcal
1243,스페니쉬오믈렛,양식,계란 5개,"감자 1개, 당근 1/2개, 청피망 1/2개, 양파 1/2개, 포도씨유 약간","소금 약간, 흰후춧가루 약간",서양,207kcal
1244,안심스테이크,양식,쇠고기(스테이크용안심) 2쪽,"당근 20g, 감자 20g, 오이 20g, 밀가루 4큰술, 버터 4큰술, 육수 3컵","우스터소스 1큰술, 토마토케첩 1큰술, 소금 1작은술, 후춧가루 약간, 레드와인 4큰술",서양,250kcal
1245,찹스테이크,양식,안심(스테이크용) 180g,"양송이버섯 30g씩, 양파 30g씩, 브로콜리 30g씩, 당근 30g씩, 베이컨 30g, 양상추 50g, 식용유 10ml, 밥 100g, 물 20ml","마늘 5g, 레드와인 10ml, 소금 약간, 후춧가루 약간, 스테이크소스 25ml",서양,270kcal
1246,감자샐러드,"도시락,간식",감자 2개,"베이컨 70g, 완두 2큰술, 양파 1/2개","마요네즈 5큰술, 소금 약간, 후춧가루 약간",서양,230kcal
1247,김치핫도그,"도시락,간식","배추김치 50g, 핫도그빵 2개","피망 1/2개, 양파(중간것) 1/2개, 햄 50g, 슬라이스치즈 1장, 계란 2개, 슬라이스피클 6조각, 참기름 약간, 설탕 약간",토마토케첩 약간,서양,280kcal
1248,밤베이컨말이,"도시락,간식","밤 40개, 베이컨 20조각",식용유 약간,설탕 4큰술,서양,256kcal
1249,스카치에그,"도시락,간식","쇠고기(늑간살) 100g, 돼지고기 100g","빵가루 1/2컵, 우유 약간, 당근 1/3개, 삶은 계란 3개, 밀가루 약간, 계란(풀어놓은것) 약간, 빵가루 약간, 튀김기름 약간, 시금치 50g","소금 약간, 후춧가루 약간, 우스터소스 2큰술, 설탕 1/2큰술, 케첩 3큰술",서양,458kcal
1250,오믈렛도시락,"도시락,간식","밥 2공기, 계란 4개","새우 60g, 양파 130g, 당근 20g, 청피망 30g, 홍피망 30g, 버터 1큰술, 미나리 20줄기","소금 약간, 후춧가루 약간, 토마토케첩 4큰술",서양,630kcal
1251,요거트젤리,"도시락,간식",플레인요구르트 1개,"생크림 50g, 설탕 15g, 판젤라틴 4g",,서양,196kcal
1252,초코넛트바,"도시락,간식","초콜릿 100g, 생크림 1/4컵","럼주 1/2작은술, 마쉬멜로우 5개, 드라이스트로베리 15g, 아몬드 20g, 초코쿠키 3개",,서양,268kcal
1253,초코비스코티,"도시락,간식","버터 50g, 밀가루(박력분) 120g","설탕 50g, 계란 1개, 생크림 1큰술, 럼주 1작은술, 코코아가루 20g, 통아몬드 50g, 슬라이스아몬드 30g, 화이트커버쳐초콜릿 60g",,서양,195kcal
1254,치즈스틱,"도시락,간식","밀가루 1컵, 버터 80g, 체다슬라이스치즈 100g","물 1큰술, 계란 1개, 흑임자 1큰술, 식용유 적당량",소금 약간,서양,420kcal
1255,크림치즈&키위,"도시락,간식","키위 4개, 크림치즈 150g","계란노른자 1개, 젤라틴 2큰술, 땅콩 약간, 아몬드슬라이스 약간","설탕 80g, 럼주 2작은술, 레몬즙 1작은술",서양,269kcal
1256,과일젤리,후식,"수박 200g, 오렌지 1개, 키위 2개",판젤라틴 3장,,서양,145kcal
1257,바닐라아이스크림,후식,"우유 250g, 생크림 150g, 계란노른자 4개","설탕 100g, 바닐라빈 1개",,서양,198kcal
1258,발렌타인초콜릿,후식,판초콜릿 144g,"생크림 50g, 물엿 6g, 트러프쉘 15개","흑설탕 약간, 슈가파우더 약간, 코코넛프레이크 약간, 다진초콜릿 약간",서양,350kcal
1259,배머랭,후식,"배 1개, 계란흰자 2개",은박컵 약간,"설탕 4큰술, 계핏가루 1작은술, 와인 2/3컵",서양,148kcal
1260,수박카나페,후식,수박 250g,"까망베르치즈 150g, 블랙올리브 4개","플레인요구르트 2작은술, 레몬즙 1작은술, 설탕 1작은술",서양,158kcal
1261,애플스튜,후식,사과 1개,"물 1/2컵, 설탕 1/4~1/6컵, 건포도 1큰술, 계핏가루 1/4작은술",,서양,159kcal
1262,옥수수아이스크림,후식,"우유 250g, 생크림 150g, 옥수수가루 30g","계란노른자 4개, 설탕 100g, 바닐라빈 1개",,서양,220kcal
1263,요구르트푸딩,후식,"플레인요구르트 2개, 계란노른자 2개, 옥수수전분 15g","설탕 1작은술, 바닐라빈 1/2개, 우유 150g",,서양,235kcal
1264,초코프루츠,후식,"딸기 8개, 미니바나나 8개, 초콜릿 150g","버터 15g, 레몬즙 약간",,서양,235kcal
1265,초콜릿아이스크림,후식,"우유 250g, 생크림 150g, 초콜릿 120g","계란노른자 3개, 설탕 100g, 바닐라빈 1개",,서양,286kcal
1266,트러플쉘,후식,"버터 40g, 생크림 100g, 밀크초콜릿 200g, 럼주 30g","트러플쉘 적당량, 커버츄어초콜릿 적당량, 코코아 적당량, 분당 약간, 버터 적당량",,서양,352kcal
1267,홍초젤리,후식,"생수 500g, 발효초 150g","설탕 30g, 판젤라틴 6장, 과일 약간",,서양,168kcal
1268,포도잼,양념장,포도알 400g,판젤라틴 10장,설탕 1/2컵,서양,32kcal
1269,프렌치드레싱,양념장,"샐러드오일 4큰술, 식초 2큰술","소금 2/3작은술, 후춧가루 약간, 설탕 약간",,서양,70kcal
1270,가토쇼콜라,"빵,과자",다크초콜릿(커버쳐) 100g,"생크림 50ml, 버터 60g, 계란노른자 3개, 설탕 50g, 박력분 20g, 코코아가루(무가당) 30g, 슈가파우더 1작은술",,서양,519kcal
1271,감자타르트,"빵,과자",감자 250g,"계란노른자 2개, 버터 20g, 타르트피 4개, 양파 1/2개, 베이컨 100g, 파마산치즈(가루) 50g","소금 약간, 넛맥 약간",서양,350kcal
1272,건포도럼코코아초콜릿,"빵,과자","초콜릿 200g, 건포도 20g","생크림 50g, 럼주 10g, 버터 8g, 건포도(장식용) 약간","녹차가루 약간, 슈가파우더 약간, 코코아파우더 약간",서양,132kcal
1273,건포도스콘,"빵,과자","밀가루(박력분) 450g, 버터 180g, 우유 135g","베이킹파우더 12g, 설탕 18g, 건포도 113g, 호두 45g, 럼주 23g",,서양,226kcal
1274,건포도초콜릿볼,"빵,과자","밀크초콜릿 165g, 생크림 70g, 깔루아 약간","건포도 25g, 호두 15g, 아몬드슬라이스 약간, 해바라기씨 약간","녹차가루 약간, 슈가파우더 약간, 코코아파우더 약간, 백년초가루 약간",서양,180kcal
1275,계피설탕빵,"빵,과자","밀가루(강력분) 300g, 드라이이스트 6g, 설탕 50g, 소금 3g, 물 135g, 계란 1개, 버터 45g","버터(녹인것) 약간, 아몬드(슬라이스) 약간, 건포도, 계란노른자 1/2개, 우유 1/2컵","계피가루 1작은술, 설탕 5큰술",서양,275kcal
1276,고구마케이크,"빵,과자","고구마 800g, 생크림 400g, 박력분 250cc","럼주 15cc, 계란 450cc, 소금 약간, 버터 50cc, 베이킹파우더 3g","설탕 332g, 물 200cc, 레몬껍질 약간, 계피 약간, 장식용생크림 450cc, 장식용과일 약간, 장식용견과류 약간",서양,332kcal
