food_number,food_name,recipe,serving_number,level
1451,빈스크림왕새우,"1. 콩은 미지근한 물에 3시간 정도 불려 소금을 약간 넣은 물에 완전히 삶아 체에 내린다. (콩캔을 사용하면 편리하다.)
2. 체에 내린 콩을 믹싱 볼에 넣고 버터와 소금, 후춧가루를 넣어 되직한 농도의 퓨레 상태를 만들어 크림소스를 완성한다.
3. 양파, 당근, 샐러리는 잘게 썰어 놓고 새우는 내장을 제거하고 흰살생선도 씻어 준비한다.
4. 냄비에 생선육수를 넣고 양파, 당근, 샐러리, 월계수 잎을 넣고 끓이다가 생선육수 반을 남기고 나머지는 믹서에 넣고 다진 바질 잎과 파슬리를 넣고 간다. 여기에 버터를 넣어 중탕으로 데우면서 소금으로 간을 맞추어 바질소스를 만든다.
5. 손질한 새우와 흰살생선은 ④의 남은 생선육수에 넣고 삶아서 나비모양을 만들어둔다.
6. 베이컨은 적당한 크기로 썰어 팬에 기름을 두르고 노릇하게 굽는다.
7. 접시에 ②의 빈스크림을 담고 위에 ⑤의 새우와 흰살생선, ⑥의 베이컨을 올린 후 ④의 바질 소스를 담아 완성한다.",2인분 기준,보통
1452,바지락와인찜,"1. 샐러리, 당근을 굵게 다져 썬다.
2. 다진 마늘과 ①의 샐러리와 당근을 넣고 화이트와인, 소금, 바지락을 넣고 끓인다.
3. 바지락이 익으면 생크림, 후춧가루를 넣고 뚜껑을 덮어 국물이 자작하도록 끓인다.
4. 그릇에 담은 후 다진 실파를 얹어 마무리한다.",2인분 기준,보통
1453,닭가슴살과토마토양파소스,"1. 닭가슴살을 손질한다.
2. 다임, 오레가노, 검은 올리브는 잘게 다지고, 양파는 가로 세로 1cm 정도로 썬다.
3. 빵가루에 다임, 오레가노, 검은 올리브 다진 것을 소금과 조금 섞는다.
4. 토마토는 꼭지 부분을 십자로 칼집 내 끓는 물에 살짝 데쳐 껍질을 벗긴다.
5. 끓는물에 소금과 식초를 넣고 붉은 양파 썰은것을 데쳐 낸다.
6. 냄비에 버터를 넣고 설탕을 넣은 후 설탕이 녹아 갈색이 나면 데친 양파를 넣고 카라멜 색이 나도록 볶은 후 나무딸기식초와 토마토를 넣어 소스를 마무리한다.
7. 닭가슴살은 향초 빵가루를 묻혀 프라이팬의 약불에서 버터를 녹이고 은근하게 오려 놓는다.
8. 표면은 갈색이 나지 않고 하얀색을 내면 뒤집고 남은 빵가루를 안심 위에 올려 놓는다.
9. 구은 닭은 135℃의 오븐에 넣고 살짝 익힌다.(자른 면의 중앙이 분홍색이 나게 익힌다.)
10. 접시에 특수 채소를 다듬어 담고 소스를 뿌리고 자른 고기를 모양있게 넣는다.",2인분 기준,보통
1454,시칠리아식카포나타,"1. 가지는 씨 부분을 빼고 주사위 모양으로 잘라 소금을 살짝 뿌려 절여 놓는다.
2. 토마토는 칼집을 내 끓는 소금물에 데쳐 찬물에 식혀서 껍질을 벗기고 씨를 제거한 후 과육만 자른다.
3. 새우는 머리와 껍질을 제거하고 등에 칼집을 넣어 내장을 제거해 굽는다.
4. 샐러리와 양파는 주사위 모양으로 썰고 올리브와 바질잎은 잘게 썬다.
5. 냄비에 식초와 설탕을 넣고 끓여 시럽을 만든다.
6. 절인 가지는 물기를 잘 닦고 밀가루를 살짝 발라 튀기듯이 볶아 건져둔다.
7. 샐러리와 양파도 살짝 볶아 둔다.
8. 볼에 가지와 양파. 샐러리, 올리브, 케이퍼, 토마토, 잣, 바질잎을 넣고 시럽을 넣어 버무린다.
9. 접시에 카포나타를 담고 위에 새우와 바질잎을 올려 장식한다.",2인분 기준,보통
1455,카프레제,"1. 토마토는 깨끗이 씻어 꼭지를 떼어낸 후 한 입 크기로 잘라 씨를 발라낸다.
2. 준비한 모짜렐라치즈는 길이대로 8조각이 나오도록 슬라이스해서 준비한다.
3. 흐르는 물에 헹군 바질은 굵게 다지고, 양파도 굵게 다진다.
4. 넓은 볼에 분량의 양념 재료를 넣어 올리브오일과 발사믹식초가 분리되지 않게 잘 섞어 드레싱을 만들고 다진 바질과 양파를 넣어 섞는다.
5. 손질한 토마토와 모짜렐라치즈를 드레싱이 담긴 볼에 넣어 모양이 손상되지 않도록 버무려준다.
6. 토마토와 치즈를 보기 좋게 그릇에 담아 낸다.",2인분 기준,보통
1456,해산물샐러드,"1. [채소 준비] 양파, 샐러리, 당근을 채썰고 트레비소와 루콜라는 먹기좋은 크기고 자른다.
2. 바질과 이태리파슬리를 다져놓는다.
3. [해산물 준비] 모든 해산물은 깨끗이 씻어 준비한다.
4. 냄비에 물을 붓고 적당량의 소금을 넣고 끓인다. 물이 끓으면 해산물을 넣고 살짝 데쳐 꺼내놓는다. 채썰어 놓은 채소도 함께 살짝 데쳐 내어 체에 밭쳐둔다.
5. 익은 해산물은 알맞은 크기로 잘라놓고, 채소와 함께 버무려 냉장고에 차갑게 식힌다.
6. [소스 만들기] 믹싱볼에 올리브오일, 레몬즙, 백포도주식초, 다진 바질, 다진 파슬리, 소금, 후춧가루를 넣고 잘 혼합하여 소스를 완성한다.
7. 해산물과 소스를 혼합하여 1시간 정도 냉장고에 보관하고 맛이 들면 접시에 담아낸다.",2인분 기준,보통
1457,스파게티카레미트소스,"1. 팬에 기름을 3큰술 정도 두르고 양파, 마늘 다진 것을 넣고 충분히 볶는다.
2. 양파의 색에 연한 갈색이 나면 쇠고기 다진 것, 양송이 썬 것 순으로 넣어 다시 한 번 충분히 볶는다.
3. ②에 카레를 넣고 다시 한 번 충분히 볶은 다음 분량의 스톡을 넣어 고루 저으면서 끓인다.
4. 중불에서 20분 정도 끓여 카레맛이 어우러지면 소금 넣어 간을 한다.
5. 스파게티는 끓는 물에 소금을 넣고 먹기 좋게 삶은 다음 건져서 버터에 볶아 접시에 담고 ④의 카레미트소스를 얹어 치즈가루, 파슬리가루를 뿌린다.",4인분 기준,보통
1458,홍합 봉골레 페투치니 알리올리,"1. 팬에 올리브 오일을 두른 후 마늘, 양파를 넣고 볶는다
2. 오징어, 중하, 홍합, 중합, 페페론치노, 바질, 이태리 파슬리를 넣고 볶다가 화이트 와인을 넣고 알코올을 날려준다.
3. 스탁을 넣고 방울 토마토를 넣은 뒤 자작하게 졸여 준다.
4. 접시에 보기 좋게 담아 내고 올리브 오일로 마무리 한다.",1인분 기준,보통
1459,생크림무스,"1. 판젤라틴은 물에 담궈 놓는다.
2. 자루냄비에 생크림과 우유, 설탕을 혼합하여 불에 올려 팔팔 끓이지 않고 설탕이 녹을 때까지만 끓인다.
3. 판젤라틴을 우유에 넣고 완전히 녹으면 불을 끄고 식혀 둔다.
4. 식으면 몰드에 넣어 냉장실에서 1시간 굳힌다.
5. 완성된 생크림무스를 뜨거운 물에 중탕으로 아주 살짝 녹인 후 내용물을 꺼내 접시에 담고 취향에 따라 딸기, 휘핑크림, 초코시럽 등을 장식하여 제공한다.",2인분 기준,보통
1460,라비올리,"1. 닭가슴살과 흰살생선, 양송이버섯, 차이브는 곱게 다져 속재료로 준비한다.
2. 만두피에 ①의 재료를 넣고 만두 모양을 만든다.
3. 끓는 물에 ②를 넣고 5~6분간 삶아 건져둔다.
4. 생크림에 발사믹식초를 넣어 은근한 불에 졸인다.
5. 버터를 넣어 농도를 맞추고 다진 차이브와 다진 토마토를 넣고 살짝 익힌 후 소금과 후춧가루로 간을 한다.
6. ⑤의 발사믹크림소스에 ③의 라비올리를 넣고 잘 버무려 그릇에 담아 낸다.",2인분 기준,보통
1461,리본모양파스타,"1. 냄비에 물 1.8L 정도를 붓고 끓인다. 끓으면 소금 1큰술과 식용유를 약간 넣고 파스타를 넣어서 가끔씩 저어가며 삶는다.
2. 빨갛게 익은 토마토의 윗부분에 열십자로 칼집을 넣는다. 끓는물에 담갔다가 건져서 찬물에 헹구고 껍질을 벗긴다음 6~8등분하여 씨를 발라내고 다진다.
3. 바닥이 두꺼운 냄비에 식용유를 두르고 다진 양파와 다진 마늘을 볶는다.
4. ③에 쇠고기를 넣고 볶아지면 레드와인을 넣고 볶다가 다진 토마토, 토마토주스, 월계수 잎을 넣고 끓인다.
5. 끓으면 불을 줄이고 중간중간 거품을 걷어내면서 가끔 저어준다.
6. 파스타가 투명하게 삶아지면 건져서 물기를 뺀 다음 버터를 두른 팬에 살짝 볶는다.
7. 접시에 파스타를 담고 소스를 곁들인다. 그 위에 다진 파슬리를 뿌린다.",2인분 기준,보통
1462,버섯크림스파게티,"1. 양파는 곱게 다지고 양송이버섯과 새송이버섯을 깨끗이 씻어 슬라이스 한다.
2. 물을 충분히 넣고 끓을 때 소금을 조금 넣는다.
3. 물이 끓으면 스파게티는 6~7분 정도의 알단테로 삶는다.
4. 면이 삶아질 동안 소스를 준비한다.
5. 팬에 버터를 녹이고 다진 양파를 볶다가 썰어놓은 버섯을 넣고 볶는다.
6. 베사멜라를 넣고 함께 잘 어우러지게 끓인다.
7. 생크림을 넣고 데운다.
8. 농도에 따라 면물이나 닭육수를 넣어 수분을 조절한다.
9. 그라나가루와 파슬리를 넣어 맛을 내고 소금과 후추로 간을 하여 소스를 완성한다.
10. 삶아진 면을 넣고 잘 버무려 완성한다.",2인분 기준,보통
1463,시금치라비올리,"1. 볼에 시금치 다진 것, 계란노른자, 파마산치즈, 소금, 후춧가루를 넣고 잘 버무린다.
2. 도마 위에 만두피를 줄 맞춰서 깔고, ①을 짤주머니에 넣어 만두피 중앙에 동그랗게 짠다.
3. 만두피 가장자리에 물을 바르고 나머지 만두피를 각각 맞덮어 벌어지지 않도록 한다.
4. ③의 가장자리를 모양 틀로 예쁘게 찍는다.
5. 끓는 물에 올리브오일 1큰술과 소금 1작은술을 넣고 ④의 라비올리를 데쳐내 물기를 빼둔다.
6. 냄비에 스파게티소스를 넣고 끓여 데친 라비올리를 넣고 살짝 버무려 낸다.",2인분 기준,보통
1464,아마뜨리치아나스파게티,"1. 구안찰레 또는 판체타와 치즈는 얇게 썰어 저며 놓는다.
2. 양파도 다져 놓는다.
3. 매운 고추도 잘게 다져 놓는다.
4. 이태리 파슬리는 잘게 큼직하게 썰어 놓는다.
5. 물이 끓으면 소금을 넣고 면을 삶는다.
6. 프라이팬에 올리브오일을 두르고 약한 불에서 구완찰레를 은근히 볶는다.
7. 양파를 넣어 계속 숨이 죽을 정도로 볶다가 말린 고추 다진것을 넣고 볶아 고춧기름이 나오면 화이트와인을 넣어 알콜을 날려준다.
8. 토마토즙을 넣고 살사가 되도록 약한 불에서 오랫동안 볶는데 수분이 없어지면 면 물을 조금씩 부어가며 30여분 가량 맛을 들인다.
9. 삶은 면을 넣어 볶으면서 소스의 불을 끈 후 올리브오일을 넣어 맛을 낸 후 치즈 가루를 뿌려 서빙한다.",2인분 기준,보통
1465,알리오올리오 스파게티,"1. 마늘은 칼등으로 눌러 놓고, 고추는 다져 놓는다.
2. 스파게티는 알단테(안쪽에서 단단함이 살짝 느껴지는 정도)로 삶는다.
3. 프라이팬에 올리브오일을 넣고 눌러놓은 마늘을 넣어 은근한 불에서 마늘 향을 내며 볶는다.
4. 마늘오일에 다진 고추를 넣고 타지 않게 조심스럽게 볶다가 향이 우러나면 닭 육수를 넣고 졸이면서 다진 파슬리를 넣는다.
5. ④에 삶은 면을 넣어 함께 볶으면서 소금과 후춧가루로 간을 한다.
6. 볶은 스파게티에 생 올리브오일을 넣어 잘 혼합하고, 그라나가루를 넣어 맛을 낸다.",1인분 기준,보통
1466,오징어먹물 파스타,"1. 갑오징어와 애호박을 손질한 후 얇게 썰어, 살짝 데쳐낸다.
2. 팬에 오일을 두르고 다진마늘, 양파를 볶은후 데친 재료와 엔쵸비를 넣고 볶는다.
3. 화이트와인을 넣고, 알코올을 날려보낸다.
4. 토마토소스와 스탁을 넣고 삶아놓은 파스타 면을 넣어준다.
5. 오징어먹물을 넣고, 후추로 마무리를 해준다.
6. 접시에 담아낸 후 올리브오일을 살짝 뿌려준다.",1인분 기준,보통
1467,오징어먹물스파게티,"1. 오징어먹물 주머니를 떼어 두고 나머지는 깨끗이 손질하여 적당한 크기로 자른다.
2. 파스타를 삶는다.
3. 프라이팬에 올리브오일을 두루고 마늘을 볶다가 오징어, 파슬리, 소금, 후춧가루, 토마토를 넣는다.
4. 마늘을 꺼내고 ③에 화이트와인을 끼얹어 증발시킨다.
5. 먹물주머니에서 먹물을 짜내 국수 삶은 물을 조금 넣어 희석시킨다.
6. ②, ③, ④, ⑤를 소태시킨다.",2인분 기준,보통
1468,카펠리니 버섯 크림파스타,"1. 마늘, 버섯, 양파, 새우 손질한다.
2. 팬에 오일을 두르고 재료를 약간 볶아준다.
3. 화이트와인을 넣고 알코올을 날린다.
4. 크림소스를 넣고 소금, 후추로 간을 한다
5. 2분30초가량 삶은 카펠리니 면을 넣고 적당히 졸여 마무리 한다.
6. 접시에 담아내어 마무리 한다.",1인분 기준,보통
1469,크림소스파스타,"1. 양파는 채썰고, 베이컨은 먹기 좋은 크기로 썰어놓는다.
2. 냄비에 버터를 두르고, 양파와 다진 마늘을 넣고 볶다가 베이컨을 넣고 함께 볶아준다.
3. ②의 양파가 투명해질 정도로 볶아지면 우유, 생크림, 바질을 넣고 끓이다가 끓어 오르면 불을 약하게 줄이고, 2분 정도 더 끓여 소금, 후춧가루로 간한다.
4. 끓는 물에 소금, 식용유를 약간 넣고 파스타를 넣어 기호에 맞게 적당히 삶아 물기를 뺀다.
5. 프라이팬에 버터를 두르고, 삶아놓은 파스타면을 볶다가 끓여 놓은 소스를 버무려 접시에 담아 낸다.",2인분 기준,보통
1470,토마토미트소스파스타,"1. 홍피망은 씨를 빼서 다지고, 양송이도 잘게 썬다. 마늘과 양파는 곱게 다지고 다진 쇠고기는 소금, 후춧가루로 간한다.
2. 납작한 프라이팬에 올리브오일을 두르고 양파와 마늘을 넣고 볶다가 홍피망과 양송이버섯을 넣고 충분히 볶는다.
3. 야채가 볶아지면 다진 쇠고기를 넣고 센불에서 물기가 없어질 때까지 볶는다.
4. ③에 토마토주스와 비프스톡을 넣고 20분간 중간불에서 끓이다가 화이트와인을 넣어준다.
5. 월계수잎을 넣고 가끔 저어주면서 20분 정도 더 끓이다 우스터소스와 간장으로 간한다.
6. 펜네파스타는 끓는 소금물에 넣고 서로 붙지 않게 저으면서 끓어 넘치기 직전에 불을 줄여 10분 정도 삶아 체에 밭쳐 물기를 빼고 올리브오일에 버무려둔다.
7. ⑥을 접시에 담고 ⑤를 뜨겁게 얹어 낸다.",2인분 기준,보통
1471,푸타네스카스파게티,"1. 프라이팬에 오일을 두르고 마늘을 눌러 넣어 향을 낸다.
2. 엔쵸비를 넣고 녹이듯이 볶다가 화이트와인을 넣는다.
3. 케이퍼와 올리브를 넣고 볶다가 방울토마토를 넣는다.
4. 토마토소스를 넣고 끓이다가 소금, 후춧가루로 간을 하고 다진 파슬리와 잘게 뜯은 바질잎을 넣는다.
5. 넉넉한 크기의 냄비에 물을 끓이고 소금을 넣는다. (소금 간은 국 간 정도로 한다.)
6. 물이 끓으면 면을 넣고 6분 30초 정도 끓여 알단테(면을 삶았을 때 안쪽에서 단단함이 느껴지는 정도) 상태로 익힌다.
7. 삶은 면은 그대로 건져, 만들어 둔 토마토소스에 넣고 잘 볶는다.
8. 최종 간을 맞추고 불을 끈 후 올리브 오일을 둘러주고 토마토소스와 오일이 잘 혼합 되도록 잘 섞어준다. (수분이 부족하면 면 삶은 물을 이용한다.)
9. 접시에 담아 치즈가루와 바질잎으로 장식하고 바질페스토를 곁들여 낸다.",1인분 기준,보통
1472,라자니아,"1. 밀가루는 체에 내려 계란, 식용유, 소금을 넣어 말랑말랑하게 반죽한다.
2. 반죽을 얇게 밀어 끓는물에 말갛게 익힌다.
3. 채소와 고기는 곱게 다져 볶다가 토마토케첩을 넣어 잠깐 더 볶는다.
4. ③에 육수와 월계수잎을 넣어 끓이다가 소금과 후춧가루로 간한다.
5. 그라탱그릇에 버터를 바른다.
6. ②의 반죽과 소스를 켜켜히 담고 치즈가루를 얹어 오븐에서 굽는다.",4인분 기준,보통
1473,리조또,"1. 쌀에 비프스톡과 화이트와인을 넣어 끓인다.
2. 끓기 시작하면 샤프란을 넣어 색과 향을 더한다.
3. 바닥이 눌지 않도록 저어가며 끓이다가 쌀이 거의 익어갈 때쯤 버터를 넣고 볶는다.
4. 냄비를 불에서 내려 파마산치즈, 올리브오일, 소금, 통후추를 갈아 넣고 섞은 뒤 접시에 담는다.",2인분 기준,보통
1474,새우도리아,"1. 피망과 양파, 샐러리는 굵게 다지고, 양송이버섯은 모양대로 얇게 썰어두고, 표고버섯은 채썰어둔다.
2. 새우는 깨끗이 씻어 내장을 제거하고 데쳐서 껍질을 벗겨둔다. 이때 새우 데친 물은 남겨둔다. (화이트소스용)
3. 냄비에 버터를 넣고 새우살과 밥을 볶으면서 양파, 양송이버섯, 표고버섯, 샐러리, 피망을 순서대로 넣고 소금, 후춧가루로 간한다.
4. 그라탕 용기에 ③을 담고 그 위에 화이트소스를 부은 뒤 모짜렐라치즈를 얹는다.
5. 250℃로 예열한 오븐에 10분간 굽는다.",2인분 기준,보통
1475,시금치리조또,"1. 쌀은 깨끗하게 씻은 후 체에 밭쳐 물기를 완전히 뺀다.
2. 냄비에 오일을 두르고 다진 양파, 마늘을 넣고 향을 낸다.
3. ②에 물기를 뺀 쌀을 넣고 살짝 볶는다. 약간의 화이트와인과 물을 넣어 쌀이 꼬들꼬들해질 때까지 젓는다.
4. 시금치는 소금을 넣은 물에 살짝 한번 데친 후 입자있게 썰어놓는다.
5. 표고버섯은 물기를 뺀 후 얇게 채썬다.
6. 팬에 오일을 두르고 다진 마늘을 넣고 볶다가 향이 돌면 버섯, 시금치를 넣은 후 소금과 후춧가루로 간한다.
7. ③의 쌀을 계속 볶다가 ⑥의 버섯과 시금치를 넣는다. 파마산 치즈와 버터를 넣고 끈기와 윤기가 생기게 잘 저어준 후 마지막에 소금, 후춧가루로 간한다.",2인분 기준,보통
1476,시금치크림리조또,"1. 통마늘은 미리 눌러 놓는다.
2. 양파는 잘게 다져놓는다.
3. 시금치는 깨끗이 씻어 잎만 딴 후 물기를 제거하고 잘라 다진다.
4. 프라이팬에 올리브오일를 두르고 눌러놓은 마늘을 넣어 향을 낸 후, 불을 세게 하여 조개와 새우를 넣어 살짝 볶다가 화이트와인를 부어 날린다.
5. 조개는 별도의 접시에 담아놓고, 조개에서 나온 육수에 다진 양파를 넣어 뭉근한 불에서 볶으면서 숨이 죽도록 볶다가, 올리브오일을 조금 더 넣고 쌀을 함께 볶는다.
6. 끓고 있는 조개육수를 ⑤에 조금씩 넣어 주며 쌀을 익히다가 생크림을 넣는다.
7. 쌀이 거의 익은 마무리 단계에서 볶아놓은 조개, 시금치를 함께 넣고 잘 어우러지게 볶은 후, 소금과 후춧가루로 간을 하고, 올리브오일로 마무리하여 부드럽게 맛을 낸다.
8. 접시에 넓게 펴서 담은 후 비트순으로 장식한다.",2인분 기준,보통
1477,파스타그라탕,"1. 칵테일새우는 내장을 제거하고 깨끗이 손질한다.
2. 양파와 양송이버섯은 얇게 썰고 오징어는 손질하여 적당한 크기로 자른다.
3. 냄비에 양파와 양송이버섯을 넣고 볶다가 새우와 오징어를 넣고 볶으면서 화이트와인을 넣고 마카로니를 넣어 살짝 볶는다.
4. 프라이팬에 버터를 녹이고 동량의 밀가루를 넣어 타지 않게 볶아준 후 우유를 조금씩 넣어가며 풀어서 베사멜소스를 만든다.
5. ③에 생크림과 베사멜소스를 넣어서 농도를 맞춘 뒤 그라탕 용기에 담는다.
6. ⑤에 모짜렐라치즈와 그뤼에르치즈(파마산치즈로 대용 가능), 버터를 골고루 뿌려서 220℃의 오븐에서 7~10분간 굽는다.
*사진제공: 메뉴판닷컴 패널 요리인 근땡이",2인분 기준,보통
1478,고구마깔조네,"1. 고구마는 삶아서 뜨거울 때 체에 내려 생크림, 계란 노른자와 함께 섞는다.
2. 옥수수 캔은 물기를 제거하고 살라미는 잘게 썰어서 ①에 섞는다.
3. 이태리파슬리는 잘게 다진다.
4. 아몬드 슬라이스는 프라이팬이나 오븐에 넣어 살짝 굽는다.
5. 피자반죽을 둥글게 밀어 반죽의 1/2면은 ②의 내용물을 골고루 깔고 모짜렐라와 아몬드슬라이스, 잘게 다진 이태리 파슬리를 뿌린 후 붓을 이용해 테두리에 물을 바르고 나머지 1/2의 반죽을 덮어 반달 모양으로 만든다.
6. 반쪽을 접은 반달의 테두리는 손가락 끝을 이용해서 단단하게 눌러 붙인 후 350℃로 예열한 오븐에 넣고 3~4분 가량 굽는다.",2인분 기준,보통
1479,디아볼로피자,"1. 생이스트, 강력분, 식용유, 물 등을 섞어준다.
2. 어느정도 반죽이 형성되면 1차 발효시키는데 천에 물기를 적셔서 덮어 습하고 더운곳(38℃정도)에 둔다.
3. 준비된 피자소스 재료를 한꺼번에 넣고 갈아준 후 올리브오일을 약간 넣어준다.
4. 원하는 형태로 반죽을 밀어펴준다.
5. 피자 도우를 밀고 난 후 피자소스를 그 위에 바른다.
6. 피자 소스위에 모짜렐라치즈, 살라미, 홍고추, 청고추, 굵은 고춧가루를 넣은 후 오븐에서 구워준다.",2인분 기준,보통
1480,루꼴라 피자,"1. 밀가루에 설탕, 소금을 혼합하여 반죽통에 넣는다.
2. 물에 효모를 풀어 준비한다.
3. 처음 저속에서 효모를 풀은 물을 넣어가며 약 3분간 반죽을 한다.
4. 올리브오일을 반죽에 넣어가며 중속에서 8분정도 반죽하고 반죽 1개당 168g씩 분할하여 발효실이나 실온실에서 발효시킨다.
5. 토마토를 열십자로 칼집내어 끓는 물에 데쳐 과육과 씨를 분리한 후, 과육은 작은 주사위 모양으로 자르고 씨는 곱게 갈아 체에 걸러 준비한다.
6. 모짜렐라치즈는 작은 주사위 모양으로 자르고 바질은 깨끗하게 씻어 준비한다.
7. 믹싱볼에 토마토소스를 담아 다진 과육과 주스, 올리브오일, 소금, 후춧가루, 다진 오레가노로 양념한다.
8. 발효된 반죽을 밀대로 밀어 둥근 모양으로 만든다.
9. 밀은 밀가루 반죽에 토마토소스를 바르고 모짜렐라치즈를 올린 후 훈제치즈, 베이컨, 검은 올리브를 올린다.
10. 올리브오일을 가볍게 뿌린후 320℃의 오븐에서 구워내어 루꼴라와 소금, 통후추, 올리브오일을 뿌려 완성한다.",2인분 기준,보통
1481,마르게리따 피자,"1. 밀가루에 설탕, 소금을 혼합하여 반죽통에 넣는다.
2. 물에 효모를 풀어 준비한다.
3. 처음 저속에서 효모를 풀은 물을 넣어가며 약 3분간 반죽을 한다.
4. 올리브오일 반죽에 넣어가며 중속에서 8분정도 반죽하고 반죽 1개당 168g씩 분할하여 발효실이나 실온실에서 발효시킨다.
5. 토마토를 열십자로 칼집내어 끓는 물에 데치고 과육과 씨를 분리한 후, 과육은 작은 주사위 모양으로 자르고 씨는 곱게 갈아 체에 걸러 준비한다.
6. 모짜렐라치즈는 작은 주사위 모양으로 자르고 바질은 깨끗하게 씻어 준비한다.
7. 믹싱볼에 토마토소스를 담아 다진 과육과 주스, 올리브오일, 소금, 후춧가루, 다진 오레가노로 양념한다.
8. 발효된 반죽을 밀대로 밀어 둥근 모양을 만든다.
9. 밀은 밀가루 반죽에 토마토소스를 바르고 모짜렐라치즈를 올린 후 330℃의 오븐에서 굽는다.
10. 구운 마르게리따 피자 위에 올리브오일과 소금, 후춧가루, 바질을 올려 완성한다.",2인분 기준,보통
1482,모짜렐라깔조네,"1. 프로슈토와 파마산치즈는 잘게 다진다.
2. 바질과 이탈리아파슬리도 잘게 다져놓는다.
3. 믹싱볼에 리코타치즈와 파마산치즈, 계란노른자, 바질 다진것, 소금, 후춧가루를 넣고 잘 혼합한다.
4. 피자반죽을 둥글게 밀어 반죽의 1/2면은 프로슈토와 ②의 내용물을 골고루 깔고 모짜렐라와 아몬드슬라이스를 뿌린 후 붓을 이용해 테두리에 물을 바르고 나머지 1/2의 반죽을 덮어 반달 모양으로 만든다.
5. 반쪽을 접은 반달의 테두리는 손가락 끝을 이용해서 단단하게 눌러 붙인 후 350℃로 예열한 오븐에 넣고 3-4분가량 굽는다.",2인분 기준,보통
1483,토마토피자,"1. 생이스트, 강력분, 식용유, 물, 밀가루 등을 섞어 피자도우를 만든다.
2. 어느 정도 반죽이 형성되면 1차 발효시키고 천에 물기를 적셔서 덮어준다. (따뜻한 곳에서 1시간정도두면 반죽이 두배정도 부푼다)
3. 팬에 식용유를 넣고 마늘, 양파를 볶은 후 케첩을 넣고 조금 더 볶다가 육수, 월계수잎, 우스타소스, 소금, 후춧가루를 넣고 졸여준다.
4. 피자 도우를 밀고 난 후 피자소스를 그 위에 바른다. 원하는 형태로 반죽을 밀고 펴서 준비된 피자소스 재료를 한꺼번에 넣고 갈아준다.
5. 올리브 오일을 약간 넣어준다.
6. ①번 피자 소스위에 모짜렐라치즈, 토마토(적당하게 자른것), 올리브를 얹고 오븐에 구워낸다.",2인분 기준,보통
1484,잠발라야,"1. 고기는 정육면체로 썬다.
2. 토마토는 껍질을 벗겨 조각을 낸다.
3. 소세지는 1cm 길이로 썬다.
4. 쌀을 씻어 물기를 뺀다.
5. 샐러리, 피망을 큼직하게 썰고 청고추는 다진다.
6. 햄, 소시지, 돼지고기를 갈색이 나도록 식용유에 튀긴다.
7. 프라이팬에 기름을 두르고, 양파, 샐러리, 청고추를 볶는다.
8. ⑦에 마늘, 고추소스, 월계수잎, 소금, 오레가노, 흰 후춧가루, 타임을 넣고 5분쯤 볶는다.
9. ⑧에 토마토소스와 육수를 붓고 끓으면 양파와 쌀을 넣어 쌀이 익을 때까지 20~25분쯤 끓인다.
10. 월계수 잎을 건져내고 그릇에 담아낸다.",4인분 기준,보통
1485,해물빠에야,"1. 쌀은 씻어 불려 놓았다가 체에 건진다.
2. 오징어는 내장과 껍질을 제거하고 안쪽에 칼집을 넣는다.
3. 새우는 등쪽의 내장을 제거하고, 모시조개는 해감해서 준비해둔다.
4. 양파, 당근은 1cm 정도의 네모로 썬다.
5. 냄비에 버터를 넣고 녹으면 쌀을 넣어 볶다가 위의 재료들을 넣어 볶으면서 육수, 술, 샤프란, 소금을 넣어 밥을 짓는다.",2인분 기준,보통
1486,치킨케밥구이,"1. 닭고기는 길쭉한 형태로 4등분하여 소금 ,후춧가루를 뿌려준다.
2. 양송이는 반으로 자르고 굵은 대파는 크게 2등분한다.
3. 실파는 다져 놓는다.
4. 준비된 소스재료는 모두 한꺼번에 넣고 걸쭉하게 혼합한다.
5. 꼬치에 닭고기 1개를 끼우고 양송이 반쪽과 대파를 끼운후 다시 닭고기 1개를 끼워 꼬치 2개를 만든다.
6. 두꺼운 팬을 달구어 식용유를 두르고 준비한 닭고기를 구워 낸다.
7. 노릇노릇 양쪽이 색이 나면 섞어놓은 소스를 부어 약한 불에 졸이면서 익힌다.
8. 익으면 접시에 담고 다진 실파와 통깨를 뿌린다.",2인분 기준,보통
1487,퀘사딜라,"1. 청피망, 홍피망, 양파, 가지, 호박은 일정한 크기로 잘게 채 썰어놓는다.
2. 팬에 버터를 두르고 ①의 채소를 볶다가 소금, 후춧가루로 간을 한 후 커리를 넣고 볶는다.
3. 깨끗한 팬에 또띠아를 살짝 앞 뒤로 구워 부드럽게 해준다.
4. 팬에 부드러운 또띠아를 한 장 올리고 반달형으로 모짜렐라치즈를 가지런히 바닥에 깔고 채소를 조금씩 넣고 다시 그 위에 모짜렐라 치즈를 올려 반을 덮어준다. 앞 뒤로 살짝 돌려가며 치즈가 녹는 것을 확인 후 꺼낸다.
5. 또띠아를 먹기 좋은 크기로 잘라 접시에 둥글게 담아 가운데에 사워 크림과 케첩, 칠리소스 중 입맛에 맞는 것을 올리고 허브로 장식한 후 그릇에 낸다.",2인분 기준,보통
